make,model,n,distinct_years,annual_dep_rate,method
HYUNDAI,IONIQ 6,2,2,0.12927536231884285,fit_low
MITSUBISHI,PAJERO IO,2,2,0.050085748407003194,fit_low
MITSUBISHI,MITSUBISHI CANTER,2,2,-0.05262185715276968,fit_low
CHANGAN,S07,2,1,0.04364530177532867,brand_fallback
CHANGAN,DEEPAL,2,2,-0.07298218105873655,fit_low
SUZUKI,HAYABUSA,2,2,0.011029531999432907,fit_low
Chevrolet,TRAX,2,2,0.134920634920633,fit_low
Chevrolet,Trailblazer,2,2,0.3216765873015871,fit_low
DAIHATSU,CHARADE,2,1,-0.15608779280130997,brand_fallback
Cadillac,XT6,2,1,0.1346695538846248,brand_fallback
Cadillac,CT5,2,2,-0.16844783715012634,fit_low
Cadillac,XT4,2,2,0.1533365413192046,fit_low
CMC,D270,2,2,0.1102434789973904,fit_low
SOUEAST,DX5,2,1,0.1601406762052924,brand_fallback
Kia,Telluride,2,2,0.20065789473683904,fit_low
MERCEDES BENZ,SLK300,2,1,0.12597345420100622,brand_fallback
LAND ROVER,RANGE ROVER ,2,1,0.1276865061033145,brand_fallback
LAND ROVER,RANGE ROVER HSE,2,2,-0.142373197872242,fit_low
LAND ROVER,RANGE ROVER VOGUE,2,2,0.22417689530421003,fit_low
LAND ROVER,HSE,2,2,-0.0020040080160350637,fit_low
BMW,BMW 320I,2,2,-2.3372081772260977,fit_low
BMW,BMW 325,2,1,0.1420568219674346,brand_fallback
JAC,M1,2,1,0.0750754383262343,brand_fallback
JAC,N65,2,1,0.0750754383262343,brand_fallback
MITSUBISHI,FUSO,2,2,0.3805073035019719,fit_low
MITSUBISHI,BA,2,1,0.12390760216589707,brand_fallback
Infiniti,QX 60,2,2,-0.11644628099173637,fit_low
ISUZU,TROOPER,2,2,-2.2090063514645077,fit_low
BMW,650I GRAN COUPE,2,2,0.17169974115616893,fit_low
BMW,540,2,2,0.12213770907114307,fit_low
HONDA,VESPA VXL 150,2,1,0.1231840170973961,brand_fallback
BMW,BMW 520,2,2,0.18085915032099553,fit_low
MITSUBISHI,1992,2,2,0.1512085677919015,fit_low
MITSUBISHI,2001,2,1,0.12390760216589707,brand_fallback
MITSUBISHI,2024,2,1,0.12390760216589707,brand_fallback
MINI,COOPER CLUBMAN,2,2,0.13690476190476364,fit_low
MG,ZS MCE,2,1,0.10393327629096116,brand_fallback
JAECOO,J8,2,1,0.14051885823628862,brand_fallback
LEXUS,SC 300,2,1,0.09017920408279849,brand_fallback
LEXUS,RX400H,2,2,0.20688446108746927,fit_low
MERCEDES BENZ,S 450,2,2,0.6478413627422053,fit_low
MERCEDES BENZ,R300L,2,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,R500,2,2,0.19999999999999563,fit_low
LINCOLN,NAVIGATOR EL,2,2,0.05500000000000049,fit_low
LINCOLN,MKT,2,1,0.14253577577727233,brand_fallback
HONGQI,H7,2,1,0.03275830076479474,brand_fallback
BRILLIANCE,FRV CROSS,2,2,-0.10937500000000067,fit_low
HONDA,1800,2,1,0.1231840170973961,brand_fallback
NISSAN,SALON,2,2,-0.022474716291089436,fit_low
NISSAN,ORVAN,2,1,0.1004303758044057,brand_fallback
HONDA,INTEGRA,2,1,0.1231840170973961,brand_fallback
HONDA,HR-V,2,2,0.7805555555555567,fit_low
HONDA,GOLD WING,2,2,-0.13959505638208825,fit_low
NISSAN,NISSAN UD,2,2,0.16373680185163386,fit_low
CHEVROLET,SIERRA,2,2,0.2756632847010697,fit_low
TOYOTA,ATLIS,2,1,0.100064939910899,brand_fallback
MERCEDES BENZ,GLS-CLASS,2,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,GT53,2,2,0.20399262590475853,fit_low
BMW,M2 ,2,1,0.1420568219674346,brand_fallback
BMW,i7,2,2,0.08494825252010973,fit_low
BMW,iX2,2,2,0.09040348964013278,fit_low
BMW,iX3,2,2,0.0014949224186833199,fit_low
MERCEDES BENZ,ML55,2,2,0.10077519379844968,fit_low
MERCEDES BENZ,M-CLASS,2,2,0.1631083823836762,fit_low
CHERY,ARRIZO5,2,1,-0.0408655457385822,brand_fallback
CHERY,EASTAR,2,2,0.16333997346592444,fit_low
CHEVROLET,CAVALIER,2,2,6.661338147750939e-16,fit_low
CHEVROLET,C5500,2,1,0.13566172630902404,brand_fallback
CHEVROLET,CAPRICE CLASSIC,2,2,0.09230769230769242,fit_low
CHEVROLET,SPARK EUV,2,2,0.06085714285714294,fit_low
TOYOTA,WISH STATION,2,1,0.100064939910899,brand_fallback
TOYOTA,YARIS HATCHBACK,2,2,-0.14519666862773617,fit_low
TOYOTA,TOYOTA PRADO,2,2,0.036877018403969064,fit_low
TOYOTA,TOYOTA VELOZ,2,1,0.100064939910899,brand_fallback
TOYOTA,TOYOTA VIOS,2,1,0.100064939910899,brand_fallback
NISSAN,CANTER,2,2,-0.05045096390704451,fit_low
HYUNDAI,GRANDYUOR,2,2,0.44134635777954534,fit_low
LI AUTO,L9,2,2,0.33052527254707265,fit_low
BMW,745LI,2,2,0.2512305176458395,fit_low
BMW,745i,2,2,0.20750981712061933,fit_low
BMW,750,2,2,0.23202467229314305,fit_low
Infiniti,Q70,2,2,0.088236008893403,fit_low
ISUZU,L200,2,1,0.06297576762044559,brand_fallback
LYNK & CO,01,2,1,0.14360792525387817,brand_fallback
LYNK & CO,06,2,1,0.14360792525387817,brand_fallback
MAEXTRO,S800,2,1,0.11955800924981667,global_fallback
BMW,228,2,1,0.1420568219674346,brand_fallback
BMW,228i,2,1,0.1420568219674346,brand_fallback
BMW,230i,2,2,0.10965533522190729,fit_low
BMW,225I ACTIVE TOURER,2,1,0.1420568219674346,brand_fallback
BMW,420I ,2,1,0.1420568219674346,brand_fallback
BMW,850Ci,2,2,0.18518518518518579,fit_low
BMW,760i,2,2,0.06388613042039282,fit_low
BMW,840Ci,2,2,-0.022155572755414132,fit_low
LYNK & CO,08,2,1,0.14360792525387817,brand_fallback
DFSK,V21,2,1,0.17912370959016594,brand_fallback
DAIHATSU,ROCKY,2,2,-11.612244897959174,fit_low
KIA ,K5,2,1,0.13177905251232663,brand_fallback
KIA ,SPORTAGE,2,1,0.13177905251232663,brand_fallback
LAND ROVER,DEVENDR,2,2,-0.24193847802591506,fit_low
BMW,323,2,2,-0.2853834355161644,fit_low
BMW,320,2,2,0.047281523339282705,fit_low
NISSAN,NISSAN ALTIMA,2,2,0.022388873611679183,fit_low
NISSAN,N6,2,1,0.1004303758044057,brand_fallback
HYUNDAI,ATOS PRIME,2,2,0.4729537233052701,fit_low
HONGQI,E HS9,2,2,-0.31965376827085024,fit_low
MERCEDES BENZ,GLK280,2,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,GLS 500,2,2,-0.3341152428589771,fit_low
Lexus,GS 350,2,2,0.11331058277086048,fit_low
Lexus,ES 250,2,1,0.09017920408279849,brand_fallback
NISSAN,URBAN VAN,2,1,0.1004303758044057,brand_fallback
NISSAN,TEANA,2,1,0.1004303758044057,brand_fallback
NISSAN,SUNNY 1.4,2,2,0.3891527782184747,fit_low
HONDA,E-NP1,2,1,0.1231840170973961,brand_fallback
BMW,M440i,2,1,0.1420568219674346,brand_fallback
BMW,M550I,2,2,0.008246044127479424,fit_low
MAYBACH,62,2,2,0.09174803600870662,fit_low
MAXUS,D60,2,1,0.06213859070743733,brand_fallback
Lexus,UX300H,2,1,0.09017920408279849,brand_fallback
Lincoln,CONTINENTAL,2,2,-0.12050078247261253,fit_low
Lincoln,MKZ,2,2,0.18931657501963894,fit_low
Lexus,LX600,2,2,0.22907385697537963,fit_low
MAZDA,5,2,2,0.12641953526370164,fit_low
NISSAN,XTERRA,2,2,-0.04895174011606529,fit_low
HINO,300,2,2,0.19858772848598272,fit_low
GREAT WALL,POER KINGKONG,2,1,0.08395278302256816,brand_fallback
PROTON,SAGA,2,1,0.11955800924981667,global_fallback
FORD,GT,2,2,0.19957879088206665,fit_low
BMW,M135I,2,2,0.19211822660098343,fit_low
BMW,2022,2,1,0.1420568219674346,brand_fallback
BMW,218I ACTIVE TOURER,2,2,-0.025192951798456598,fit_low
BMW,218I GRAN COUP,2,1,0.1420568219674346,brand_fallback
BESTUNE,T90,2,1,0.06529422467397376,brand_fallback
MAHINDRA ,SCORPIO,2,1,0.14855724072651105,brand_fallback
BMW,IX2,2,1,0.1420568219674346,brand_fallback
BYD - DENZA,N9,2,1,0.11955800924981667,global_fallback
BYD,UNKNOWN,2,2,0.805053025577043,fit_low
BYD,SONG FLAGSHIP,2,2,-0.2317460317460296,fit_low
FORCE,URBANIA,2,1,0.11955800924981667,global_fallback
FIAT,500L,2,2,0.3809523809523804,fit_low
Peugeot,3008,2,2,0.14494549705440374,fit_low
Peugeot,408,2,2,0.1539596655189388,fit_low
DODGE,DAKOTA,2,2,0.09711954855256544,fit_low
DFSK,FENGON GLORY IX7,2,1,0.17912370959016594,brand_fallback
MAZDA,MAZDA 6,2,2,0.05817846488706857,fit_low
MAZDA,MAZDA E 2000,2,1,0.11004936841493905,brand_fallback
MAZDA,MAZDA,2,2,-0.1256645837176058,fit_low
MAZDA,CX 5,2,2,-0.048272754366431414,fit_low
BYD,DESTROYAR 05,2,2,-1.0825999999999998,fit_low
BRILLIANCE,H530,2,1,-0.10937500000000067,brand_fallback
ROEWE,5,2,1,0.27395993836671806,brand_fallback
EXEED,MY26RX T41 PHEV,2,1,0.05724401015720816,brand_fallback
JETOUR,JETOUR DASHING,2,2,-0.23240589198035844,fit_low
MERCEDES-BENZ,CLE300,2,2,0.10613217565329414,fit_low
MERCEDES-BENZ,CLK500,2,2,0.2034104399039992,fit_low
SMART,#1,2,1,0.18592378984349878,brand_fallback
SKODA,RAPID,2,1,0.12240738327579385,brand_fallback
DODGE,AVENGER,2,2,0.1528730176232035,fit_low
CHANGAN,CHANGAN,2,2,-6.395424781059422,fit_low
CADILLAC,STS-V,2,1,0.1346695538846248,brand_fallback
CADILLAC,KUN CROUS,2,1,0.1346695538846248,brand_fallback
CADILLAC,LYRIQ,2,2,0.09605132375530856,fit_low
Renault,Duster,2,2,0.09777246125954342,fit_low
ROLLS ROYCE,SILVER,2,1,0.1188438494915723,brand_fallback
ROLLS ROYCE,SILVER SERAPH,2,1,0.1188438494915723,brand_fallback
RIDDARA,RD6,2,1,0.11955800924981667,global_fallback
MAXUS,D60 MAX,2,1,0.06213859070743733,brand_fallback
MERCEDES BENZ,GLE500,2,2,0.1114766833613624,fit_low
MERCEDES BENZ,GLE63,2,2,-0.004580745063752056,fit_low
MERCEDES BENZ,GLE 53 AMG,2,2,0.15278672008188943,fit_low
MERCEDES BENZ,GLC350,2,1,0.12597345420100622,brand_fallback
MCLAREN,570GT,2,1,0.08443730705561177,brand_fallback
MCLAREN,600LT,2,2,-0.04965047499551467,fit_low
MAZDA,MAZDA 3 SEDAN,2,2,-0.3522727272727242,fit_low
MERCEDES-BENZ,GLB 35,2,2,0.0534921671018298,fit_low
MERCEDES-BENZ,GLC 43 AMG,2,2,0.13618948101706763,fit_low
MERCEDES-BENZ,G580,2,1,0.12597345420100622,brand_fallback
MERCEDES-BENZ,EQC 350,2,1,0.12597345420100622,brand_fallback
Ford,Figo,2,2,0.12110373019928533,fit_low
Ford,BRONCO,2,2,-0.2666666666666706,fit_low
Ford,Everest,2,1,0.1437659706771926,brand_fallback
TOYOTA,TOYOTA CENTURY,2,2,-0.8347860702154213,fit_low
MG,MG GT,2,2,0.003322259136211092,fit_low
MG,MG HS,2,1,0.10393327629096116,brand_fallback
MG,MG RX5,2,2,-0.3114754098360628,fit_low
MG,CYBERSTER,2,2,0.1527165932452299,fit_low
JMC,VIGUS PLUS,2,1,0.11209304195732106,brand_fallback
KIA,KIA,2,2,-0.29404427004775635,fit_low
KIA,KIA CERATO,2,2,0.16074983892975103,fit_low
MERCEDES-BENZ,GLA220,2,2,-0.07777548682459834,fit_low
TOYOTA,2007,2,1,0.100064939910899,brand_fallback
TOYOTA,2009,2,1,0.100064939910899,brand_fallback
TOYOTA,2010,2,1,0.100064939910899,brand_fallback
CHERY,TIGGO 3,2,1,-0.0408655457385822,brand_fallback
MERCEDES BENZ,GLB 35,2,2,0.14823190789474094,fit_low
MERCEDES BENZ,G65 AMG,2,2,0.19074746144361288,fit_low
VICTORY,SCH5022XXYD,2,2,-0.07999999999999985,fit_low
UAZ,HUNTER,2,1,0.11955800924981667,global_fallback
GREAT WALL,GREATWALL TANK,2,1,0.08395278302256816,brand_fallback
GMC,SEIARA,2,2,0.09745833201796295,fit_low
OPEL,ANTARA,2,1,0.12463352936734048,brand_fallback
Nissan,Armada,2,1,0.1004303758044057,brand_fallback
Subaru,CROSSTREK,2,1,0.12473015703757243,brand_fallback
Subaru,Legacy,2,2,-0.012291945207583366,fit_low
Suzuki,CELERIO,2,2,0.11551129894312118,fit_low
Skoda,Superb,2,2,0.16314998333862207,fit_low
CHERY,ARRIZO 7,2,2,0.22481135767307703,fit_low
CHERY,ARRIZO 8,2,2,0.09861218113400372,fit_low
AEOLUS,MAGE,2,1,0.08110590379803505,brand_fallback
TANK,700,2,1,0.055301498346527006,brand_fallback
ACURA,TLX,2,2,0.10427807486630858,fit_low
ZXAUTO,TERRALORD,2,1,-0.3358208955223909,brand_fallback
ZOTYE,T600,2,1,0.15380919647565672,brand_fallback
AUDI,RS4,2,2,0.17333725231781083,fit_low
AUDI,SQ6 E-TRON,2,2,0.2035398230088512,fit_low
BENTLEY,AZURE,2,2,0.059687147711039557,fit_low
MERCEDES BENZ,BRABUS,2,2,0.008539167254764335,fit_low
MERCEDES BENZ,C 250,2,2,0.21107495021868905,fit_low
MERCEDES BENZ,EQS 450+,2,2,0.1113359821206853,fit_low
Volkswagen,Arteon,2,1,0.1307814020492382,brand_fallback
Volvo,V40,2,1,0.15167980609344991,brand_fallback
AITO,M7,2,2,0.04920351199345152,fit_low
OPEL,ZAFIRA,2,2,0.03425229741019298,fit_low
GAC,XIANGHUA XING,2,1,0.1279597189736493,brand_fallback
GAC,GS7,2,1,0.1279597189736493,brand_fallback
GENESIS,EQ900,2,1,0.10447935647470451,brand_fallback
GENESIS,GV60,2,1,0.10447935647470451,brand_fallback
BMW,Z8,2,1,0.1420568219674346,brand_fallback
AVATR,7,2,2,0.2810810810810813,fit_low
AUDI,SQ7,2,2,0.05304560311824669,fit_low
MERCEDES-BENZ,GLE350,2,2,0.13309982486865124,fit_low
BMW,335i,2,2,0.10834255258335346,fit_low
BMW,325CI,2,1,0.1420568219674346,brand_fallback
BMW,530e,2,1,0.1420568219674346,brand_fallback
MERCEDES-BENZ,GLE53 AMG,2,2,0.11246837448102642,fit_low
MERCEDES BENZ,C 43 AMG,2,2,0.3611681208344959,fit_low
MERCEDES BENZ,C-CLASS,2,2,0.23175182481751833,fit_low
Audi,Q5,2,2,0.15613353351567572,fit_low
PEUGEOT,E 2008,2,1,0.13572260953087542,brand_fallback
MERCEDES BENZ,E63,2,2,0.05409589311537333,fit_low
ZEEKR,9,2,1,-0.046734728027836,brand_fallback
XPENG,X9,2,2,0.21250000000000036,fit_low
Volvo,XC60,2,2,0.13564368490862877,fit_low
Volvo,XC90,2,2,0.19245798761732735,fit_low
Triumph,TRIPLE1050,2,2,-1.085637140756646,fit_low
Toyota,Granvia,2,2,-0.028493050475491,fit_low
MERCEDES BENZ,CLE300,2,2,0.06416005519144685,fit_low
MERCEDES BENZ,E220,2,2,0.14907690822543795,fit_low
BYD,QIN PRO,2,1,0.07800796943625092,brand_fallback
BYD,SEA LION 07EV,2,1,0.07800796943625092,brand_fallback
FOTON,TOANO,2,1,0.15830231787826107,brand_fallback
FOTON,TUNLAND,2,2,0.1764836012950587,fit_low
FOTON,TUNLAND G7,2,1,0.15830231787826107,brand_fallback
FORTHING,S7,2,2,0.3111458208178153,fit_low
MERCEDES BENZ,EQE 300,2,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,EQE 350+,2,2,0.30637636080870767,fit_low
MERCEDES BENZ,EQE 53 4M,2,2,0.009170400636251186,fit_low
MERCEDES BENZ,CLK230 K,2,2,0.4456179570537251,fit_low
MERCEDES BENZ,CLC180K,2,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,CLC250,2,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,CLC350,2,2,0.14150943396226423,fit_low
MERCEDES BENZ,CLE200,2,2,0.10271258176221698,fit_low
AUDI,RS6,2,2,0.16274844197269822,fit_low
AUDI,Q6 E-TRON,2,1,0.14525254547034694,brand_fallback
ACURA,TL,2,1,0.10427807486630858,brand_fallback
MERCEDES BENZ,E 63 AMG,2,2,0.7013463892288858,fit_low
MERCEDES BENZ,CLS55 AMG,2,2,0.204081632653064,fit_low
ASTON MARTIN,DBX707,2,2,0.031273871916631224,fit_low
ZXAUTO,GRANDTIGER,2,2,-0.3358208955223909,fit_low
ALFA ROMEO,TONALE,2,1,0.1146006314665102,brand_fallback
vgv,VX7,1,1,0.11955800924981667,global_fallback
ALFA ROMEO,156,1,1,0.1146006314665102,brand_fallback
ALFA ROMEO,4C,1,1,0.1146006314665102,brand_fallback
ALFA ROMEO,BRERA,1,1,0.1146006314665102,brand_fallback
ALFA ROMEO,H9,1,1,0.1146006314665102,brand_fallback
ALFA ROMEO,SPIDER,1,1,0.1146006314665102,brand_fallback
ARCFOX,A S,1,1,0.11955800924981667,global_fallback
ASHOK LEYLAND,2021,1,1,0.08623541245741806,brand_fallback
ASHOK LEYLAND,ASHOK LEYLAND,1,1,0.08623541245741806,brand_fallback
ASHOK LEYLAND,FALCON,1,1,0.08623541245741806,brand_fallback
ASHOK LEYLAND,OYSTER,1,1,0.08623541245741806,brand_fallback
ASTON MARTIN,ASTON MARTIN,1,1,0.09684025177231585,brand_fallback
ASTON MARTIN,RAPIDE S,1,1,0.09684025177231585,brand_fallback
ASTON MARTIN,VALHALLA,1,1,0.09684025177231585,brand_fallback
ASTON MARTIN,VALOUR,1,1,0.09684025177231585,brand_fallback
ASTON MARTIN,VIRAGE,1,1,0.09684025177231585,brand_fallback
BAIC,A115,1,1,0.09577539341453989,brand_fallback
BAIC,BJJ40 PLUS,1,1,0.09577539341453989,brand_fallback
BAIC,X 35,1,1,0.09577539341453989,brand_fallback
BAJAJ,ACCORD,1,1,0.11955800924981667,global_fallback
BAJAJ,AVENGER 220 CC,1,1,0.11955800924981667,global_fallback
BAOJUN,2024,1,1,0.11955800924981667,global_fallback
BAOJUN YEP,YEP/STATION,1,1,0.11955800924981667,global_fallback
BENTLEY,BENTLEY GT,1,1,0.14807460115928425,brand_fallback
BESTUNE,T77 ,1,1,0.06529422467397376,brand_fallback
BMW,1 SERIES,1,1,0.1420568219674346,brand_fallback
BMW,116i,1,1,0.1420568219674346,brand_fallback
BMW,128I,1,1,0.1420568219674346,brand_fallback
BMW,15,1,1,0.1420568219674346,brand_fallback
BMW,2012,1,1,0.1420568219674346,brand_fallback
Audi,S4,1,1,0.14525254547034694,brand_fallback
Audi,S8,1,1,0.14525254547034694,brand_fallback
VOLKSWAGEN,KRAFTER,1,1,0.1307814020492382,brand_fallback
VOLKSWAGEN,MPV,1,1,0.1307814020492382,brand_fallback
VOLKSWAGEN,R32,1,1,0.1307814020492382,brand_fallback
VOLKSWAGEN,TACQUA,1,1,0.1307814020492382,brand_fallback
VOLVO,960,1,1,0.15167980609344991,brand_fallback
BENTLEY,GT,1,1,0.14807460115928425,brand_fallback
BENTLEY,MULLINER,1,1,0.14807460115928425,brand_fallback
BESTUNE,NAT E05,1,1,0.06529422467397376,brand_fallback
BMW,225,1,1,0.1420568219674346,brand_fallback
BMW,235I,1,1,0.1420568219674346,brand_fallback
BMW,3 SERIES,1,1,0.1420568219674346,brand_fallback
BMW,318,1,1,0.1420568219674346,brand_fallback
BMW,318CI,1,1,0.1420568219674346,brand_fallback
BMW,320LI,1,1,0.1420568219674346,brand_fallback
VOLKSWAGEN,ID4,1,1,0.1307814020492382,brand_fallback
VOLKSWAGEN,JETTA 2.5L,1,1,0.1307814020492382,brand_fallback
MERCEDES BENZ,C 220,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,C 63,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,C 63 AM,1,1,0.12597345420100622,brand_fallback
MCLAREN,765LT,1,1,0.08443730705561177,brand_fallback
MCLAREN,SPEEDTRAIL,1,1,0.08443730705561177,brand_fallback
MERCEDES ,GT-53,1,1,0.11955800924981667,global_fallback
MERCEDES BENZ,1922,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,300 G,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,FORTWO,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,G 300,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,B 180,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,B150,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,B180,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,B200 (HATCHBACK),1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,B250 E,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,BENZ-S560,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,EQA 250,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,EQA 350,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,EQB 350,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,EQC 400,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,EQE,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,EQG G580,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,EQS 53 AMG,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,EQV 300,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,C250 COUPE,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,C55 AMG,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,C63S AMG,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,C835 AM,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,CAMRY,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,CE300,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,CLA 35,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,CLA180,1,1,0.12597345420100622,brand_fallback
MAZDA,MX 5,1,1,0.11004936841493905,brand_fallback
MAZDA,MX 5 COUPE,1,1,0.11004936841493905,brand_fallback
MAZDA,MX-5 MIATA,1,1,0.11004936841493905,brand_fallback
MAZDA,RX-8,1,1,0.11004936841493905,brand_fallback
MAZDA,TRIBUTE,1,1,0.11004936841493905,brand_fallback
MERCEDES BENZ,GLB-CLASS,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,GLB220,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,GLC350E,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,GLA 43 AMG,1,1,0.12597345420100622,brand_fallback
MAZDA,B2500,1,1,0.11004936841493905,brand_fallback
MAZDA,CX30,1,1,0.11004936841493905,brand_fallback
MAZDA,E 2000,1,1,0.11004936841493905,brand_fallback
MAZDA,E3000,1,1,0.11004936841493905,brand_fallback
MAZDA,MAZDA 3500 T,1,1,0.11004936841493905,brand_fallback
MAZDA,MAZDA CX-3,1,1,0.11004936841493905,brand_fallback
MAZDA,MAZDA M3,1,1,0.11004936841493905,brand_fallback
MERCEDES BENZ,G 800,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,G270,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,G55,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,G580,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,G63,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,G650 MAYBACH,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,GL400,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,GLA 250,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,320,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,500 SEL,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,560,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,A 30 AMG,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,A 45 AMG,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,G 500,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,G 55 AMG,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,G 63 AMG,1,1,0.12597345420100622,brand_fallback
Lexus,RC 350,1,1,0.09017920408279849,brand_fallback
Lexus,RX500H,1,1,0.09017920408279849,brand_fallback
MAEXTRO ,S800,1,1,0.11955800924981667,global_fallback
MAHINDRA,SCORPIO S6,1,1,0.14855724072651105,brand_fallback
MAHINDRA ,SCORPIO SC S6,1,1,0.14855724072651105,brand_fallback
MAXUS,CARAVAN,1,1,0.06213859070743733,brand_fallback
LUCID,GRAVITY,1,1,0.43633264425343504,brand_fallback
LYKAN, CO 900,1,1,0.11955800924981667,global_fallback
MAYBACH,62 S,1,1,0.10768228727140235,brand_fallback
MAZDA,2006 PICK UP CARGO,1,1,0.11004936841493905,brand_fallback
MAZDA,2200,1,1,0.11004936841493905,brand_fallback
MAZDA,626,1,1,0.11004936841493905,brand_fallback
MAZDA,B 2000,1,1,0.11004936841493905,brand_fallback
MAZDA,B2300,1,1,0.11004936841493905,brand_fallback
Lexus,LS 460,1,1,0.09017920408279849,brand_fallback
Lexus,LS500,1,1,0.09017920408279849,brand_fallback
MAXUS,G50 PLUS,1,1,0.06213859070743733,brand_fallback
MAXUS,MAXUS,1,1,0.06213859070743733,brand_fallback
MAXUS,MAXUS 10 G,1,1,0.06213859070743733,brand_fallback
MAXUS,MAXUS T60,1,1,0.06213859070743733,brand_fallback
MAXUS,T70,1,1,0.06213859070743733,brand_fallback
MAXUS,T70 PETROL 2WD,1,1,0.06213859070743733,brand_fallback
MAXUS,T70 PRO,1,1,0.06213859070743733,brand_fallback
MAXUS,V80 (BUS),1,1,0.06213859070743733,brand_fallback
MERCEDES BENZ,GLC63,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,GLE 350,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,GLE 400,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,GLE 580,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,GLE 63,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,GLK 220,1,1,0.12597345420100622,brand_fallback
MAXUS,D90 MAX,1,1,0.06213859070743733,brand_fallback
MAXUS,G50 15T,1,1,0.06213859070743733,brand_fallback
LI AUTO,MEGA,1,1,0.33052527254707265,brand_fallback
LINCOLN,L6,1,1,0.14253577577727233,brand_fallback
LINCOLN,LINCOLN TOWN,1,1,0.14253577577727233,brand_fallback
LINCOLN,LINCOLN TOWN CAR,1,1,0.14253577577727233,brand_fallback
LINCOLN,MARK LT,1,1,0.14253577577727233,brand_fallback
LINCOLN,NAVIGATOR  EL,1,1,0.14253577577727233,brand_fallback
LINCOLN,SEDAN,1,1,0.14253577577727233,brand_fallback
LOTUS,ESPIRT,1,1,0.21512886677925416,brand_fallback
MERCEDES BENZ,MERCEDES S63 AMG,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,ML430,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,ML550,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,MUSTANG,1,1,0.12597345420100622,brand_fallback
LEXUS,VESPA 150 CC,1,1,0.09017920408279849,brand_fallback
LEXUS,جي اس 430,1,1,0.09017920408279849,brand_fallback
LEXUS,لي اس 300,1,1,0.09017920408279849,brand_fallback
LI AUTO,L8,1,1,0.33052527254707265,brand_fallback
